robot_max_speed,robot_radius,success_rate,collision_rate,average_collision_amount,timeout_rate,timeout_collision_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,dyn_obstacle_occupation,crowdnav,dwa,rlca,teb
0.22,0.113,0.73,0.27,0.4,0.0,0.0,129.97,11,70,90,0,0,0,1,7,2,0,90.0,0.0368,3150.0,2.3219,16,0.0779,0.5,0.0169,0.0,0.62,0.36,9,3,1,0,0,0
2.0,0.267,0.67,0.33,0.6,0.0,0.07,79.11,8,90,50,1,30,5,0,0,0,0,120.0,0.0202,2250.0,2.3219,3,0.4169,0.7,0.0036,0.0,0.55,0.46,6,3,1,0,0,0
0.22,0.113,0.3,0.7,2.77,0.0,0.03,68.71,3,50,70,1,30,3,0,0,0,0,216.0,0.0163,1750.0,2.3219,9,0.4634,0.7,0.0122,0.0,0.55,0.52,6,3,0,0,1,0
0.22,0.113,0.21,0.79,15.31,0.0,0.14,262.48,7,90,70,1,30,5,0,0,0,0,154.2857,0.0287,3150.0,2.3219,8,0.3778,0.6,0.0088,0.0,0.56,0.55,6,3,0,0,1,0
0.22,0.113,0.86,0.14,0.14,0.0,0.0,27.95,1,50,50,1,70,4,0,0,0,0,180.0,0.0156,1250.0,2.3219,2,0.214,0.0,0.0,1.0,0.73,0.64,4,3,0,0,1,0
2.0,0.267,0.07,0.9,2.5,0.03,0.83,75.24,28,70,50,0,0,0,1,1,6,0,90.0,0.0214,1750.0,2.3219,4,0.1157,0.5,0.0052,0.0,0.65,0.4,4,2,1,0,0,0
2.0,0.267,0.73,0.27,0.43,0.0,0.0,51.98,5,50,50,1,70,4,0,0,0,0,360.0,0.015,1250.0,2.3219,2,0.2512,1.0,0.0064,0.0,0.62,0.63,6,4,1,0,0,0
2.0,0.267,0.3,0.7,1.47,0.0,0.27,67.58,15,50,90,1,30,3,0,0,0,0,180.0,0.0194,2250.0,2.3219,6,0.5129,0.7,0.0135,0.0,0.6,0.43,6,3,1,0,0,0
0.22,0.113,0.83,0.17,0.24,0.0,0.0,32.36,1,50,50,0,0,0,1,3,4,0,240.0,0.0156,1250.0,2.3219,4,0.1756,0.5,0.0089,0.0,0.69,0.51,6,3,0,0,1,0
0.22,0.113,0.93,0.07,0.07,0.0,0.0,28.19,1,50,50,1,45,4,0,0,0,0,180.0,0.0129,1250.0,2.3219,2,0.3912,0.0,0.0,1.0,0.71,0.47,4,2,0,0,1,0
2.0,0.267,0.17,0.8,3.73,0.03,0.37,213.07,17,90,50,1,70,3,0,0,0,0,281.7391,0.0255,2250.0,2.3219,12,0.2924,0.5,0.0106,0.0,0.6,0.49,9,4,0,0,1,0
0.22,0.113,0.53,0.47,1.33,0.0,0.0,49.53,2,50,90,1,70,4,0,0,0,0,180.0,0.0249,2250.0,2.3219,2,0.2856,1.0,0.0191,0.0,0.68,0.73,6,4,0,0,1,0
0.22,0.113,0.33,0.67,1.5,0.0,0.37,120.76,19,90,70,1,70,3,0,0,0,0,205.7143,0.0281,3150.0,2.3219,7,0.4244,0.7,0.0066,0.0,0.54,0.53,9,5,1,0,0,0
0.22,0.113,0.38,0.62,10.69,0.0,0.14,178.11,7,70,90,1,45,3,0,0,0,0,360.0,0.0244,3150.0,2.3219,5,0.5283,0.6,0.0094,0.0,0.6,0.51,9,5,0,0,1,0
2.0,0.267,0.33,0.67,1.37,0.0,0.3,48.25,13,70,90,1,30,3,0,0,0,0,180.0,0.0226,3150.0,2.3219,6,0.5763,0.8,0.0093,0.0,0.53,0.62,9,6,1,0,0,0
2.0,0.267,0.13,0.7,2.03,0.17,0.43,171.57,22,70,50,1,70,4,0,0,0,0,288.0,0.0211,1750.0,2.3219,5,0.25,0.4,0.0149,0.0,0.65,0.47,6,3,0,0,1,0
0.22,0.113,0.73,0.27,0.5,0.0,0.07,88.24,11,70,90,0,0,0,1,5,6,0,261.8182,0.0343,3150.0,2.3219,5,0.1738,0.6,0.0144,0.0,0.75,0.32,9,3,1,0,0,0
2.0,0.267,0.43,0.57,0.83,0.0,0.27,74.98,15,90,70,1,70,4,0,0,0,0,280.0,0.0323,3150.0,2.3219,13,0.3121,0.5,0.0109,0.0,0.49,0.43,6,3,1,0,0,0
2.0,0.267,0.23,0.7,2.7,0.07,0.27,380.51,14,90,90,1,70,3,0,0,0,0,308.5714,0.0354,4050.0,2.3219,12,0.4302,0.6,0.0104,0.0,0.59,0.57,12,7,0,0,1,0
2.0,0.267,0.4,0.37,0.6,0.23,0.23,54.97,18,50,50,1,30,5,0,0,0,0,180.0,0.0133,1250.0,2.3219,2,0.336,0.0,0.0,1.0,0.73,0.5,4,2,0,0,1,0
0.22,0.113,0.77,0.23,0.37,0.0,0.0,139.14,10,90,70,0,0,0,1,5,2,0,305.4545,0.0367,3150.0,2.3219,10,0.07,0.6,0.0106,0.0,0.7,0.49,6,3,1,0,0,0
0.22,0.113,0.47,0.53,5.37,0.0,0.03,94.8,4,70,50,0,0,0,1,3,6,0,120.0,0.0201,1750.0,2.3219,6,0.2123,0.3,0.0061,0.0,0.72,0.65,4,3,0,0,1,0
0.22,0.113,0.03,0.93,6.07,0.03,0.8,181.41,28,50,90,0,0,0,1,7,2,0,102.8571,0.0274,2250.0,2.3219,14,0.098,0.6,0.0212,0.0,0.73,0.62,9,6,1,0,0,0
2.0,0.267,0.33,0.53,1.17,0.13,0.4,138.47,19,50,70,0,0,0,1,3,6,0,180.0,0.0201,1750.0,2.3219,2,0.2,1.0,0.0004,0.0,0.73,0.65,6,4,0,0,1,0
0.22,0.113,0.47,0.53,7.67,0.0,0.0,150.88,6,90,70,0,0,0,1,7,4,0,219.1304,0.0354,3150.0,2.3219,13,0.1397,0.5,0.0128,0.0,0.69,0.54,9,5,0,0,1,0
0.22,0.113,0.57,0.43,3.53,0.0,0.1,91.24,5,50,90,0,0,0,1,7,4,0,216.0,0.0258,2250.0,2.3219,10,0.1873,0.5,0.0133,0.0,0.69,0.59,6,4,0,0,1,0
0.22,0.113,0.27,0.73,2.13,0.0,0.13,112.89,12,70,70,1,30,3,0,0,0,0,320.0,0.02,2450.0,2.3219,8,0.5288,0.5,0.0177,0.0,0.68,0.38,9,3,1,0,0,0
0.22,0.113,0.0,0.9,2.2,0.1,0.77,120.45,29,90,90,0,0,0,1,9,4,0,180.0,0.0441,4050.0,2.3219,11,0.1251,0.7,0.0117,0.0,0.54,0.6,8,5,1,0,0,0
0.22,0.113,0.33,0.67,15.77,0.0,0.3,250.06,12,70,70,1,45,3,0,0,0,0,240.0,0.0209,2450.0,2.3219,4,0.4761,0.2,0.0055,0.0,0.6,0.6,9,5,0,0,1,0
0.22,0.113,0.3,0.7,8.73,0.0,0.03,134.37,6,90,50,0,0,0,1,5,6,0,240.0,0.0244,2250.0,2.3219,6,0.2309,0.7,0.0079,0.0,0.59,0.69,6,4,0,0,1,0
2.0,0.267,0.27,0.47,1.6,0.27,0.4,346.07,20,50,70,1,70,5,0,0,0,0,180.0,0.021,1750.0,2.3219,2,0.1889,0.0,0.0,1.0,0.67,0.5,4,2,0,0,1,0
0.22,0.113,0.37,0.63,11.2,0.0,0.23,209.88,10,90,70,1,70,4,0,0,0,0,160.0,0.0318,3150.0,2.3219,10,0.3086,0.7,0.0089,0.0,0.55,0.48,6,3,0,0,1,0
2.0,0.267,0.1,0.63,1.7,0.27,0.5,343.56,26,70,90,0,0,0,1,5,4,0,221.5385,0.0357,3150.0,2.3219,7,0.1122,0.7,0.0097,0.0,0.66,0.54,9,5,0,0,1,0
2.0,0.267,0.3,0.43,1.1,0.27,0.37,183.6,21,90,50,1,45,5,0,0,0,0,180.0,0.0214,2250.0,2.3219,2,0.3893,0.0,0.0,1.0,0.84,0.54,6,3,0,0,1,0
2.0,0.267,0.5,0.5,0.7,0.0,0.07,100.26,10,90,50,0,0,0,1,7,2,0,219.1304,0.0274,2250.0,2.3219,14,0.1002,0.5,0.0117,0.0,0.64,0.57,9,5,1,0,0,0
0.22,0.113,0.03,0.97,3.67,0.0,0.9,149.84,28,90,70,0,0,0,1,7,2,0,148.2353,0.0368,3150.0,2.3219,15,0.0779,0.6,0.0099,0.0,0.7,0.62,6,4,1,0,0,0
2.0,0.267,0.03,0.97,2.4,0.0,0.87,52.95,28,90,50,1,70,4,0,0,0,0,180.0,0.024,2250.0,2.3219,4,0.2736,0.5,0.0057,0.0,0.57,0.62,9,6,1,0,0,0
0.22,0.113,0.03,0.97,34.41,0.0,0.52,483.3,21,90,70,1,70,3,0,0,0,0,240.0,0.0285,3150.0,2.3219,11,0.4416,0.6,0.0098,0.0,0.65,0.62,6,4,0,0,1,0
0.22,0.113,0.0,0.9,3.59,0.1,0.83,76.69,29,70,70,1,70,3,0,0,0,0,144.0,0.022,2450.0,2.3219,6,0.439,0.3,0.0086,0.0,0.68,0.35,6,2,1,0,0,0
0.22,0.113,0.48,0.52,1.17,0.0,0.0,96.34,9,50,90,0,0,0,1,5,6,0,90.0,0.0246,2250.0,2.3219,5,0.2124,0.4,0.0216,0.0,0.69,0.58,9,5,1,0,0,0
2.0,0.267,0.17,0.83,2.3,0.0,0.63,41.08,23,70,50,1,30,3,0,0,0,0,180.0,0.0157,1750.0,2.3219,2,0.4926,0.0,0.0,1.0,0.63,0.67,6,4,1,0,0,0
0.22,0.113,0.0,1.0,3.67,0.0,0.93,117.22,29,70,70,0,0,0,1,7,2,0,257.1429,0.0296,2450.0,2.3219,11,0.092,0.5,0.0155,0.0,0.68,0.41,6,2,1,0,0,0
2.0,0.267,0.07,0.8,2.03,0.13,0.73,64.7,28,90,70,0,0,0,1,7,2,0,252.0,0.0368,3150.0,2.3219,12,0.0779,0.7,0.0115,0.0,0.6,0.54,6,3,1,0,0,0
0.22,0.113,0.03,0.9,4.0,0.07,0.8,137.53,29,70,90,0,0,0,1,5,6,0,317.6471,0.0342,3150.0,2.3219,8,0.1716,0.2,0.0205,0.0,0.71,0.67,9,6,1,0,0,0
0.22,0.113,0.43,0.57,2.83,0.0,0.0,84.64,4,90,90,0,0,0,1,11,4,0,180.0,0.0436,4050.0,2.3219,13,0.1463,0.5,0.0135,0.0,0.6,0.44,12,5,0,0,1,0
2.0,0.267,0.17,0.53,1.13,0.3,0.4,340.91,24,90,90,0,0,0,1,9,2,0,132.6316,0.0456,4050.0,2.3219,16,0.0717,0.5,0.0121,0.0,0.52,0.44,8,4,0,0,1,0
0.22,0.113,0.03,0.9,3.7,0.07,0.77,134.13,27,50,70,1,30,5,0,0,0,0,180.0,0.0173,1750.0,2.3219,2,0.3726,0.0,0.0,1.0,0.71,0.6,6,4,1,0,0,0
0.22,0.113,0.03,0.83,3.13,0.13,0.67,98.09,27,50,90,1,70,3,0,0,0,0,127.0588,0.0232,2250.0,2.3219,13,0.3453,0.7,0.014,0.0,0.66,0.48,9,4,1,0,0,0
0.22,0.113,0.07,0.83,3.3,0.1,0.8,122.87,28,70,50,0,0,0,1,3,4,0,270.0,0.0213,1750.0,2.3219,5,0.1357,0.8,0.0064,0.0,0.65,0.8,4,3,1,0,0,0
2.0,0.267,0.6,0.4,0.5,0.0,0.13,57.06,9,70,50,1,70,3,0,0,0,0,180.0,0.0189,1750.0,2.3219,5,0.3014,0.6,0.0072,0.0,0.63,0.48,6,3,1,0,0,0
2.0,0.267,0.57,0.43,1.13,0.0,0.23,65.63,12,50,50,1,45,3,0,0,0,0,180.0,0.0136,1250.0,2.3219,2,0.3544,1.0,0.0085,0.0,0.55,0.37,4,1,0,0,1,0
0.22,0.113,0.17,0.83,39.14,0.0,0.34,378.98,14,90,90,1,45,4,0,0,0,0,205.7143,0.0332,4050.0,2.3219,6,0.451,0.5,0.0113,0.0,0.75,0.59,12,7,0,0,1,0
0.22,0.113,0.14,0.79,1.76,0.07,0.76,82.42,26,50,70,1,45,5,0,0,0,0,180.0,0.0178,1750.0,2.3219,2,0.3834,0.0,0.0,1.0,0.59,0.55,6,3,1,0,0,0
2.0,0.267,0.1,0.87,3.47,0.03,0.77,98.32,26,50,50,0,0,0,1,1,2,0,90.0,0.0163,1250.0,2.3219,4,0.0884,0.5,0.0076,0.0,0.76,0.4,4,2,1,0,0,0
0.22,0.113,0.13,0.77,1.93,0.1,0.67,71.91,25,50,50,1,30,3,0,0,0,0,144.0,0.0122,1250.0,2.3219,6,0.4516,0.5,0.0088,0.0,0.72,0.41,4,2,1,0,0,0
2.0,0.267,0.13,0.8,1.8,0.07,0.77,46.12,26,50,50,1,45,4,0,0,0,0,120.0,0.0156,1250.0,2.3219,6,0.2476,0.3,0.0093,0.0,0.55,0.62,6,4,1,0,0,0
0.22,0.113,0.03,0.97,2.77,0.0,0.87,148.13,28,50,70,0,0,0,1,1,4,0,205.7143,0.0218,1750.0,2.3219,4,0.0906,0.5,0.0096,0.0,0.54,0.51,4,2,1,0,0,0
0.22,0.113,0.03,0.97,3.77,0.0,0.83,131.5,28,90,50,0,0,0,1,5,6,0,240.0,0.0242,2250.0,2.3219,10,0.2464,0.6,0.0092,0.0,0.55,0.63,6,4,1,0,0,0
0.22,0.113,0.0,1.0,4.03,0.0,0.8,102.27,29,90,90,1,45,5,0,0,0,0,336.0,0.0359,4050.0,2.3219,8,0.388,0.5,0.0125,0.0,0.64,0.5,12,6,1,0,0,0
2.0,0.267,0.3,0.5,0.9,0.2,0.4,81.28,20,50,50,0,0,0,1,1,2,0,180.0,0.0163,1250.0,2.3219,4,0.0884,0.5,0.0072,0.0,0.61,0.51,6,3,0,0,1,0
2.0,0.267,0.13,0.7,1.6,0.17,0.47,693.48,25,70,90,0,0,0,1,5,6,0,130.9091,0.034,3150.0,2.3219,10,0.1843,0.6,0.012,0.0,0.69,0.57,9,5,0,0,1,0
0.22,0.113,0.0,0.97,3.2,0.03,0.83,162.66,29,90,70,0,0,0,1,5,4,0,102.8571,0.0358,3150.0,2.3219,12,0.1144,0.5,0.0083,0.0,0.69,0.45,6,3,1,0,0,0
2.0,0.267,1.0,0.0,0.0,0.0,0.0,22.4,2,50,90,0,0,0,1,7,6,0,205.7143,0.0238,2250.0,2.3219,6,0.2682,0.3,0.0095,0.0,0.6,0.57,9,5,0,0,1,0
2.0,0.267,0.5,0.5,0.5,0.0,0.5,25.66,1,70,90,0,0,0,1,7,6,0,154.2857,0.0335,3150.0,2.3219,6,0.2052,0.3,0.027,0.0,0.71,0.62,9,6,1,0,0,0
2.0,0.267,0.1,0.73,1.17,0.17,0.7,43.06,7,50,50,0,0,0,1,3,2,0,135.0,0.0163,1250.0,2.3219,8,0.1084,0.2,0.0092,0.0,0.71,0.35,4,1,1,0,0,0
0.22,0.113,0.03,0.9,1.43,0.07,0.87,38.15,7,90,70,1,45,5,0,0,0,0,324.0,0.0286,3150.0,2.3219,4,0.3783,0.5,0.0063,0.0,0.47,0.56,9,5,1,0,0,0
0.22,0.113,0.53,0.47,11.2,0.0,0.13,191.2,6,90,50,1,45,4,0,0,0,0,240.0,0.024,2250.0,2.3219,7,0.3078,0.6,0.0069,0.0,0.55,0.51,6,3,0,0,1,0
0.22,0.113,0.27,0.73,6.2,0.0,0.03,126.77,5,90,90,1,70,5,0,0,0,0,257.1429,0.0368,4050.0,2.3219,12,0.3481,0.2,0.0103,0.0,0.41,0.62,12,7,0,0,1,0
0.22,0.113,0.67,0.33,3.53,0.0,0.03,42.53,2,50,50,1,45,3,0,0,0,0,180.0,0.0145,1250.0,2.3219,2,0.3424,0.0,0.0,1.0,0.63,0.53,4,2,0,0,1,0
0.22,0.113,0.67,0.33,0.37,0.0,0.0,27.32,1,50,70,1,70,5,0,0,0,0,180.0,0.0195,1750.0,2.3219,2,0.2586,1.0,0.0004,0.0,0.35,0.57,6,3,0,0,1,0
0.22,0.113,0.33,0.67,11.5,0.0,0.1,193.89,8,90,70,1,30,5,0,0,0,0,261.8182,0.0277,3150.0,2.3219,6,0.4025,0.8,0.0061,0.0,0.63,0.65,9,6,0,0,1,0
0.22,0.113,0.5,0.5,13.93,0.0,0.13,141.37,6,70,50,1,45,3,0,0,0,0,216.0,0.0167,1750.0,2.3219,4,0.4454,0.8,0.0071,0.0,0.62,0.37,6,2,0,0,1,0
1.1,0.625,0.63,0.37,0.53,0.0,0.0,16.36,0,50,90,1,15,4,0,0,0,0,180.0,0.015,2250.0,2.3219,2,0.6129,0.0,0.0,1.0,0.62,0.47,6,3,0,0,1,0
1.1,0.625,0.27,0.73,3.57,0.0,0.3,60.73,15,90,90,1,30,4,0,0,0,0,180.0,0.0273,4050.0,2.3219,2,0.5788,0.0,0.0,1.0,0.62,0.66,12,8,1,0,0,0
1.1,0.625,0.2,0.8,2.77,0.0,0.4,86.77,15,90,90,0,0,0,1,30,6,0,240.0,0.0306,4050.0,2.3219,7,0.5038,0.7,0.0102,0.0,0.55,0.46,12,6,1,0,0,0
1.1,0.625,0.63,0.37,0.67,0.0,0.23,68.32,11,90,70,1,70,4,0,0,0,0,288.0,0.031,3150.0,2.3219,7,0.3308,0.6,0.0096,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.87,0.13,0.17,0.0,0.03,109.66,11,90,70,0,0,0,1,10,4,0,256.0,0.0347,3150.0,2.3219,16,0.1721,0.4,0.0134,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.8,0.2,0.77,0.0,0.03,21.72,1,50,70,0,0,0,1,20,4,0,144.0,0.0174,1750.0,2.3219,5,0.3894,0.4,0.0109,0.0,0.51,0.51,2,1,0,0,1,0
0.22,0.113,0.83,0.17,0.3,0.0,0.0,30.64,1,70,50,1,70,5,0,0,0,0,90.0,0.021,1750.0,2.3219,4,0.1977,0.5,0.0044,0.0,0.55,0.46,2,1,0,0,1,0
2.0,0.267,0.3,0.7,2.73,0.0,0.5,89.81,18,90,70,1,30,3,0,0,0,0,180.0,0.0226,3150.0,2.3219,2,0.5751,0.0,0.0,1.0,0.6,0.52,9,5,1,0,0,0
0.22,0.113,0.67,0.33,3.6,0.0,0.07,70.7,3,50,70,1,30,4,0,0,0,0,180.0,0.0151,1750.0,2.3219,3,0.4843,1.0,0.0045,0.0,0.49,0.58,6,4,0,0,1,0
2.0,0.267,0.27,0.73,1.43,0.0,0.47,52.23,18,70,70,1,30,3,0,0,0,0,202.5,0.0213,2450.0,2.3219,8,0.4873,0.5,0.0089,0.0,0.59,0.38,6,2,1,0,0,0
2.0,0.267,0.27,0.7,2.97,0.03,0.27,219.14,14,70,70,1,15,5,0,0,0,0,216.0,0.019,2450.0,2.3219,5,0.5106,0.6,0.0088,0.0,0.66,0.6,9,5,0,0,1,0
2.0,0.267,0.3,0.6,1.2,0.1,0.5,218.2,20,90,50,1,45,5,0,0,0,0,180.0,0.0228,2250.0,2.3219,2,0.3398,0.0,0.0,1.0,0.67,0.24,9,2,0,0,1,0
2.0,0.267,0.47,0.2,0.67,0.33,0.1,108.59,16,50,90,1,70,3,0,0,0,0,240.0,0.0216,2250.0,2.3219,9,0.4113,0.7,0.0129,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.8,0.2,0.33,0.0,0.0,67.95,7,50,90,1,70,5,0,0,0,0,180.0,0.0249,2250.0,2.3219,2,0.2322,1.0,0.0004,0.0,0.45,0.6,6,4,1,0,0,0
0.22,0.113,0.53,0.47,0.67,0.0,0.03,73.28,9,50,90,1,30,4,0,0,0,0,360.0,0.0192,2250.0,2.3219,2,0.47,1.0,0.0163,0.0,0.38,0.69,3,2,1,0,0,0
1.1,0.625,0.33,0.67,1.37,0.0,0.2,82.08,15,90,90,0,0,0,1,10,6,0,154.2857,0.041,4050.0,2.3219,10,0.2084,0.6,0.0127,0.0,0.31,0.57,8,5,1,0,0,0
0.22,0.113,0.41,0.59,1.85,0.0,0.11,96.04,12,90,90,1,15,3,0,0,0,0,180.0,0.0162,4050.0,2.3219,2,0.7744,1.0,0.0003,0.0,0.61,0.53,4,2,1,0,0,0
0.22,0.113,0.33,0.67,2.67,0.0,0.2,64.63,9,50,90,0,0,0,1,40,6,0,130.9091,0.0124,2250.0,2.3219,10,0.7087,0.5,0.0519,0.0,0.44,0.63,9,6,1,0,0,0
0.22,0.113,0.4,0.6,18.57,0.0,0.17,198.14,8,70,70,1,30,4,0,0,0,0,144.0,0.0229,2450.0,2.3219,5,0.4196,0.2,0.0069,0.0,0.0,0.0,0,0,0,0,1,0
2.0,0.267,0.3,0.7,1.5,0.0,0.17,63.76,11,90,50,1,15,4,0,0,0,0,216.0,0.0159,2250.0,2.3219,4,0.5902,1.0,0.0066,0.0,0.57,0.53,9,5,1,0,0,0
1.1,0.625,0.4,0.6,1.63,0.0,0.1,45.78,6,50,90,0,0,0,1,10,2,0,67.5,0.0274,2250.0,2.3219,14,0.1098,0.4,0.0134,0.0,0.77,0.6,9,5,0,0,1,0
2.0,0.267,0.6,0.4,0.63,0.0,0.13,69.56,11,70,90,1,70,5,0,0,0,0,240.0,0.0308,3150.0,2.3219,4,0.3159,1.0,0.008,0.0,0.44,0.48,9,4,1,0,0,0
2.0,0.267,0.37,0.63,1.17,0.0,0.4,73.21,16,70,90,0,0,0,1,20,4,0,138.4615,0.0327,3150.0,2.3219,20,0.271,0.6,0.0167,0.0,0.46,0.75,6,4,1,0,0,0
0.22,0.113,0.45,0.52,4.48,0.03,0.21,151.82,8,90,90,1,70,4,0,0,0,0,338.8235,0.0322,4050.0,2.3219,5,0.4525,0.8,0.0144,0.0,0.55,0.63,4,3,0,0,1,0
0.22,0.113,0.43,0.53,15.1,0.03,0.23,271.3,11,90,70,1,45,4,0,0,0,0,240.0,0.0272,3150.0,2.3219,3,0.4551,0.7,0.0024,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.3,0.7,14.3,0.0,0.2,224.47,11,70,90,1,15,5,0,0,0,0,180.0,0.0201,3150.0,2.3219,2,0.589,0.0,0.0,1.0,0.47,0.58,9,5,0,0,1,0
1.1,0.625,0.29,0.71,1.1,0.0,0.0,4.53,0,70,50,1,15,3,0,0,0,0,360.0,0.0122,1750.0,2.3219,1,0.6137,0.0,0.0,1.0,0.5,0.59,4,2,0,0,1,0
0.22,0.113,0.87,0.13,0.17,0.0,0.0,40.94,2,90,50,0,0,0,1,0,6,0,180.0,0.0273,2250.0,2.3219,2,0.0613,0.0,0.0,1.0,0.61,0.56,6,3,0,0,1,0
1.1,0.625,0.7,0.3,0.37,0.0,0.0,34.85,2,70,70,0,0,0,1,0,2,0,180.0,0.0295,2450.0,2.3219,2,0.0563,0.0,0.0,1.0,0.55,0.38,6,2,0,0,1,0
1.1,0.625,0.33,0.63,7.0,0.03,0.43,246.3,16,70,50,0,0,0,1,30,4,0,150.0,0.0155,1750.0,2.3219,10,0.4889,0.6,0.061,0.0001,0.29,0.67,4,3,0,0,1,0
2.0,0.267,0.1,0.63,3.9,0.27,0.43,163.67,25,90,90,0,0,0,1,40,4,0,221.5385,0.0373,4050.0,2.3219,24,0.3702,0.5,0.0145,0.0,0.43,0.55,4,2,0,0,1,0
0.22,0.113,0.5,0.5,0.93,0.0,0.2,92.61,14,70,70,0,0,0,1,30,2,0,185.1429,0.0287,2450.0,2.3219,25,0.1969,0.5,0.0124,0.0,0.0,0.0,0,0,1,0,0,0
1.1,0.625,0.97,0.03,0.07,0.0,0.03,35.68,3,50,70,0,0,0,1,30,2,0,130.9091,0.0208,1750.0,2.3219,25,0.2403,0.7,0.0164,0.0,0.0,0.0,0,0,1,0,0,0
2.0,0.267,0.57,0.4,0.6,0.03,0.23,60.08,13,50,50,0,0,0,1,10,2,0,135.0,0.016,1250.0,2.3219,14,0.1784,0.5,0.0124,0.0,0.67,0.37,2,1,1,0,0,0
1.1,0.625,0.3,0.7,9.37,0.0,0.23,233.9,12,70,90,1,70,4,0,0,0,0,240.0,0.0299,3150.0,2.3219,8,0.3527,0.6,0.0083,0.0,0.64,0.58,9,5,0,0,1,0
0.22,0.113,0.3,0.7,16.67,0.0,0.27,278.64,10,90,90,1,45,3,0,0,0,0,276.9231,0.0274,4050.0,2.3219,7,0.5701,0.6,0.0144,0.0,0.61,0.52,8,4,0,0,1,0
0.22,0.113,0.3,0.7,24.9,0.0,0.2,384.23,11,90,90,1,15,3,0,0,0,0,180.0,0.0184,4050.0,2.3219,2,0.7398,0.0,0.0,1.0,0.73,0.59,12,7,0,0,1,0
0.22,0.113,0.6,0.37,0.67,0.03,0.07,73.9,9,90,70,1,15,4,0,0,0,0,180.0,0.0185,3150.0,2.3219,2,0.6465,0.0,0.0,1.0,0.63,0.77,3,2,1,0,0,0
2.0,0.267,0.5,0.5,0.67,0.0,0.1,54.48,9,50,50,0,0,0,1,10,4,0,313.0435,0.0145,1250.0,2.3219,5,0.296,0.4,0.022,0.0,0.63,0.51,6,3,1,0,0,0
2.0,0.267,0.33,0.67,1.97,0.0,0.27,87.0,15,70,70,0,0,0,1,10,4,0,80.0,0.0273,2450.0,2.3219,14,0.2076,0.6,0.0113,0.0,0.61,0.58,6,4,1,0,0,0
0.22,0.113,0.67,0.27,5.83,0.07,0.07,111.11,7,70,50,1,45,5,0,0,0,0,180.0,0.0191,1750.0,2.3219,4,0.2797,0.5,0.0039,0.0,0.0,0.0,0,0,0,0,1,0
1.1,0.625,0.3,0.7,4.07,0.0,0.13,85.66,7,70,90,0,0,0,1,30,6,0,308.5714,0.0207,3150.0,2.3219,6,0.614,0.7,0.0113,0.0,0.42,0.43,9,4,0,0,1,0
2.0,0.267,0.63,0.0,0.0,0.37,0.0,38.54,12,70,50,1,15,5,0,0,0,0,180.0,0.0126,1750.0,2.3219,2,0.5891,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0
2.0,0.267,0.1,0.9,1.87,0.0,0.63,101.27,22,90,90,0,0,0,1,20,6,0,265.2632,0.0358,4050.0,2.3219,10,0.3828,0.6,0.0119,0.0,0.43,0.61,8,5,1,0,0,0
2.0,0.267,0.17,0.83,1.7,0.0,0.77,72.93,25,90,90,0,0,0,1,40,4,0,100.8,0.0369,4050.0,2.3219,22,0.3821,0.6,0.0133,0.0,0.65,0.55,8,4,1,0,0,0
1.1,0.625,0.52,0.48,3.59,0.0,0.04,45.35,3,50,90,1,15,3,0,0,0,0,180.0,0.014,2250.0,2.3219,2,0.6656,0.0,0.0,1.0,0.51,0.54,9,5,0,0,1,0
2.0,0.267,0.52,0.48,0.79,0.0,0.31,51.8,14,70,50,0,0,0,1,20,2,0,163.6364,0.0213,1750.0,2.3219,16,0.1929,0.4,0.0111,0.0,0.0,0.0,0,0,1,0,0,0
0.22,0.113,0.43,0.53,6.77,0.03,0.1,103.18,6,50,70,1,45,3,0,0,0,0,288.0,0.0176,1750.0,2.3219,6,0.4143,0.5,0.0134,0.0,0.0,0.0,0,0,0,0,1,0
0.22,0.113,0.69,0.31,0.83,0.0,0.0,34.15,2,50,50,1,30,5,0,0,0,0,360.0,0.0138,1250.0,2.3219,1,0.3108,0.0,0.0,1.0,0.47,0.54,6,3,0,0,1,0
1.1,0.625,0.59,0.41,1.55,0.0,0.21,37.45,7,50,70,0,0,0,1,40,2,0,60.0,0.0202,1750.0,2.3219,21,0.3097,0.6,0.0178,0.0,0.66,0.23,2,0,1,0,0,0
0.22,0.113,0.33,0.67,1.37,0.0,0.2,149.46,15,50,90,1,15,4,0,0,0,0,360.0,0.0178,2250.0,2.3219,1,0.548,0.0,0.0,1.0,0.8,0.6,3,2,1,0,0,0
1.1,0.625,0.73,0.27,0.37,0.0,0.0,44.89,6,50,70,0,0,0,1,0,6,0,180.0,0.0219,1750.0,2.3219,2,0.0674,1.0,0.0004,0.0,0.57,0.63,4,3,1,0,0,0
